"Date","Firm","Action","Rating","Price Target","Price After One Year","TargetAchieved","Ticker"
2015-07-07,"Piper Jaffray Companies","Reiterated Rating","Overweight",154,163.699997,1,"COST"
2015-06-25,"Piper Jaffray Companies","Reiterated Rating","Buy",154,154.259995,1,"COST"
2016-05-19,"Stifel Nicolaus","Reiterated Rating","Buy",28,50.380001,1,"CSX"
2016-04-14,"Credit Suisse Group","Reiterated Rating","Buy",28,47.23,1,"CSX"
2016-04-14,"Argus","Reiterated Rating","Buy",30,47.23,1,"CSX"
2016-04-14,"Cowen and Company","Boost Price Target","Market Perform",28,47.23,1,"CSX"
2016-04-13,"Deutsche Bank AG","Reiterated Rating","Hold",27,46.419998,1,"CSX"
2016-04-13,"Bank of America Corporation","Reiterated Rating","Buy",28,46.419998,1,"CSX"
2016-04-12,"Barclays PLC","Lower Price Target","",26,46.400002,1,"CSX"
2016-04-06,"Susquehanna Bancshares Inc","Boost Price Target","",30,47.709999,1,"CSX"
2016-04-04,"Robert W. Baird","Boost Price Target","",28,47.290001,1,"CSX"
2016-02-23,"Morgan Stanley","Downgrade","Underweight",20,47.91,0,"CSX"
2016-02-22,"Bank of America Corporation","Upgrade","Buy",28,48.389999,1,"CSX"
2016-02-19,"Credit Suisse Group","Boost Price Target","",27,48.91,1,"CSX"
2016-02-19,"Credit Suisse Group","Reiterated Rating","Outperform",27,48.91,1,"CSX"
2016-02-12,"Avondale Partners","Downgrade","Underperform",18,47.91,0,"CSX"
2016-01-19,"Argus","Lower Price Target","Buy",28,45.509998,1,"CSX"
2016-01-15,"Sanford C. Bernstein","Reiterated Rating","Market Perform",26,38.09,1,"CSX"
2016-01-15,"Stifel Nicolaus","Reiterated Rating","Buy",33,38.09,1,"CSX"
2016-01-15,"Buckingham Research","Reiterated Rating","Buy",31,38.09,1,"CSX"
2016-01-15,"Macquarie","Reiterated Rating","Neutral",24,38.09,1,"CSX"
2016-01-14,"Robert W. Baird","Lower Price Target","Outperform",27,38.09,1,"CSX"
2016-01-14,"Nomura","Lower Price Target","Buy",29,38.09,1,"CSX"
2016-01-14,"Deutsche Bank AG","Lower Price Target","Hold",27,38.09,1,"CSX"
2016-01-14,"Royal Bank Of Canada","Lower Price Target","Outperform",27,38.09,1,"CSX"
2016-01-14,"Credit Suisse Group","Lower Price Target","Outperform",25,38.09,1,"CSX"
2016-01-14,"BB&T Corporation","Upgrade","Buy",27,38.09,1,"CSX"
2016-01-14,"Susquehanna Bancshares Inc","Lower Price Target","Positive",28,38.09,1,"CSX"
2016-01-14,"BMO Capital Markets","Lower Price Target","Outperform",29,38.09,1,"CSX"
2016-01-14,"Buckingham Research","Lower Price Target","Buy",1,38.09,1,"CSX"
2016-01-11,"Deutsche Bank AG","Lower Price Target","Hold",29,38.040001,1,"CSX"
2016-01-08,"Buckingham Research","Reiterated Rating","Buy",34,36.990002,1,"CSX"
2016-01-05,"Deutsche Bank AG","Boost Price Target","Hold",31,36.990002,1,"CSX"
2016-01-04,"BMO Capital Markets","Lower Price Target","Outperform",30,36.630001,1,"CSX"
2015-12-22,"Barclays PLC","Reiterated Rating","Equal Weight",28,36.689999,1,"CSX"
2015-12-18,"Robert W. Baird","Lower Price Target","",30,36.23,1,"CSX"
2015-12-04,"Bank of America Corporation","Downgrade","Neutral",29,36.529999,1,"CSX"
2015-10-19,"J P Morgan Chase & Co","Reiterated Rating","Buy",39,31.07,0,"CSX"
2015-10-18,"Argus","Reiterated Rating","Buy",37,31.02,0,"CSX"
2015-10-18,"Deutsche Bank AG","Reiterated Rating","Hold",30,31.02,1,"CSX"
2015-10-15,"Credit Suisse Group","Lower Price Target","Outperform",31,31.01,1,"CSX"
2015-10-12,"Deutsche Bank AG","Reiterated Rating","Hold",32,30.209999,0,"CSX"
2015-10-09,"Susquehanna Bancshares Inc","Lower Price Target","Positive",35,30.83,0,"CSX"
2015-10-05,"Barclays PLC","Reiterated Rating","Hold",28,30.709999,1,"CSX"
2015-10-05,"Cowen and Company","Lower Price Target","Market Perform",33,30.709999,0,"CSX"
2015-10-02,"Citigroup Inc.","Reiterated Rating","Buy",32,30.43,0,"CSX"
2015-09-02,"Royal Bank Of Canada","Reiterated Rating","Outperform",37,28.139999,0,"CSX"
2015-08-27,"Stifel Nicolaus","Upgrade","Buy",35,28.379999,0,"CSX"
2015-08-13,"Robert W. Baird","Lower Price Target","",35,28.01,0,"CSX"
2015-07-16,"Barclays PLC","Reiterated Rating","Equal Weight",34,28.469999,0,"CSX"
2015-07-15,"Royal Bank Of Canada","Upgrade","Outperform",37,28.52,0,"CSX"
2015-07-10,"Topeka Capital Markets","Initiated Coverage","Hold",35,26.67,0,"CSX"
2015-07-02,"Credit Suisse Group","Reiterated Rating","Outperform",36,25.67,0,"CSX"
2015-07-02,"Citigroup Inc.","Reiterated Rating","Buy",37,25.67,0,"CSX"
2016-04-25,"Nomura","Reiterated Rating","Buy",49,49.099998,1,"CTRP"
2016-04-12,"Brean Capital","Reiterated Rating","Buy",56,48.59,0,"CTRP"
2016-03-17,"Stifel Nicolaus","Lower Price Target","Buy",55,49.060001,0,"CTRP"
2016-03-17,"Brean Capital","Lower Price Target","Buy",56,49.060001,0,"CTRP"
2016-02-23,"J P Morgan Chase & Co","Initiated Coverage","Overweight",50,48.279999,0,"CTRP"
2016-02-16,"Summit Research","Reiterated Rating","Buy",62.5,45.509998,0,"CTRP"
2016-01-22,"Nomura","Initiated Coverage","Buy",50,43.290001,0,"CTRP"
2016-01-20,"Macquarie","Lower Price Target","Outperform",53,43.360001,0,"CTRP"
2016-01-14,"Oppenheimer Holdings, Inc.","Lower Price Target","Outperform",60,44.169998,0,"CTRP"
2016-01-13,"Deutsche Bank AG","Lower Price Target","",55.7,43.529999,0,"CTRP"
2015-12-07,"HSBC Holdings plc","Downgrade","Hold",55,42.849998,0,"CTRP"
2015-12-04,"Barclays PLC","Lower Price Target","",62,42.970001,0,"CTRP"
2015-12-01,"Summit Research","Reiterated Rating","Buy",125,44.830002,0,"CTRP"
2015-11-25,"UBS Group AG","Downgrade","Neutral",59,45.009998,0,"CTRP"
2015-11-20,"Deutsche Bank AG","Boost Price Target","Buy",55.75,42.259998,0,"CTRP"
2015-11-20,"Barclays PLC","Boost Price Target","Overweight",62,42.259998,0,"CTRP"
2015-11-19,"Piper Jaffray Companies","Boost Price Target","Overweight",62.5,42.259998,0,"CTRP"
2015-11-19,"Oppenheimer Holdings, Inc.","Boost Price Target","Outperform",65,42.259998,0,"CTRP"
2015-11-19,"Stifel Nicolaus","Boost Price Target","Buy",62.5,42.259998,0,"CTRP"
2015-11-19,"Brean Capital","Lower Price Target","Buy",48,42.259998,0,"CTRP"
2015-11-13,"Raymond James Financial, Inc.","Downgrade","Outperform",55,40.619999,0,"CTRP"
2015-10-27,"Oppenheimer Holdings, Inc.","Reiterated Rating","Outperform",55,45.470001,0,"CTRP"
2015-10-26,"Summit Research","Reiterated Rating","Buy",61,46.689999,0,"CTRP"
2015-10-26,"Goldman Sachs Group, Inc. (The)","Upgrade","Buy",47,46.689999,0,"CTRP"
2015-10-07,"Bank of America Corporation","Upgrade","Buy",46,47.080002,1,"CTRP"
2015-09-17,"Oppenheimer Holdings, Inc.","Reiterated Rating","Outperform",44,43.77,0,"CTRP"
2015-09-15,"Summit Research","Reiterated Rating","Buy",61,43.75,0,"CTRP"
2015-08-28,"Stifel Nicolaus","Upgrade","Buy",44,47.139999,1,"CTRP"
2015-08-05,"Oppenheimer Holdings, Inc.","Reiterated Rating","Outperform",47.5,43.049999,0,"CTRP"
2015-08-04,"Deutsche Bank AG","Boost Price Target","Buy",43.95,42.939999,0,"CTRP"
2015-08-04,"Morgan Stanley","Upgrade","Overweight",49,42.939999,0,"CTRP"
2015-08-04,"Brean Capital","Reiterated Rating","Buy",48,42.939999,0,"CTRP"
2015-08-04,"Piper Jaffray Companies","Reiterated Rating","Buy",45.5,42.939999,0,"CTRP"
2015-07-23,"Macquarie","Reiterated Rating","Buy",50,43.73,0,"CTRP"
2015-07-14,"Wunderlich","Reiterated Rating","Buy",61,43,0,"CTRP"
2015-07-13,"Summit Research","Reiterated Rating","Buy",61,42.189999,0,"CTRP"
2015-07-03,"Piper Jaffray Companies","Reiterated Rating","Overweight",45.5,40.66,0,"CTRP"
2016-05-13,"Barrington Research","Reiterated Rating","Outperform",68,62.049999,0,"XRAY"
2016-05-09,"Morgan Stanley","Reiterated Rating","Hold",65,63.25,0,"XRAY"
2016-03-24,"Morgan Stanley","Downgrade","Equal Weight",65,62.439999,0,"XRAY"
2016-03-15,"Credit Suisse Group","Initiated Coverage","Outperform",70,63.52,0,"XRAY"
2016-03-03,"Jefferies Group LLC","Upgrade","Buy",70,63.360001,0,"XRAY"
2016-02-16,"Robert W. Baird","Lower Price Target","Outperform",66,60.740002,0,"XRAY"
2016-02-16,"Goldman Sachs Group, Inc. (The)","Boost Price Target","Neutral",57,60.740002,1,"XRAY"
2015-10-29,"Keefe, Bruyette & Woods","Boost Price Target","Outperform",64,57.57,0,"XRAY"
2015-09-16,"Bank of America Corporation","Reiterated Rating","Buy",65,59.630001,0,"XRAY"
2015-09-16,"Barrington Research","Upgrade","Outperform",60,59.630001,0,"XRAY"
2015-09-16,"Robert W. Baird","Upgrade","Outperform",61,59.630001,0,"XRAY"
2015-09-14,"Morgan Stanley","Upgrade","Overweight",70,59.23,0,"XRAY"
2015-07-31,"Credit Suisse Group","Reiterated Rating","Buy",63,64.230003,1,"XRAY"
2016-05-24,"Morgan Stanley","Reiterated Rating","Hold",28,25.459999,0,"DISCA"
2016-05-18,"Citigroup Inc.","Downgrade","Sell",27,25.18,1,"DISCA"
2016-05-09,"FBR & Co","Boost Price Target","Mkt Perform",32,26.66,0,"DISCA"
2016-05-06,"MKM Partners","Boost Price Target","Neutral",28,27.25,0,"DISCA"
2016-05-06,"Barrington Research","Upgrade","Outperform",33,27.25,0,"DISCA"
2016-04-26,"Macquarie","Downgrade","Underperform",25,29.389999,0,"DISCA"
2016-04-25,"Topeka Capital Markets","Downgrade","Hold",31,29.290001,0,"DISCA"
2016-04-19,"Pivotal Research","Reiterated Rating","Buy",36,28.92,0,"DISCA"
2016-04-12,"Moffett Nathanson","Boost Price Target","",29,28.690001,0,"DISCA"
2016-04-12,"Jefferies Group LLC","Lower Price Target","Hold",29,28.690001,0,"DISCA"
2016-04-07,"Royal Bank Of Canada","Initiated Coverage","Outperform",35,29.209999,0,"DISCA"
2016-03-27,"Morgan Stanley","Reiterated Rating","Equal Weight",27,27.629999,1,"DISCA"
2016-03-03,"Credit Suisse Group","Lower Price Target","Neutral",25,27.889999,1,"DISCA"
2016-02-29,"Barclays PLC","Lower Price Target","Equal Weight",28,28.52,1,"DISCA"
2016-02-19,"MKM Partners","Lower Price Target","Neutral",27,29.620001,1,"DISCA"
2016-02-19,"Pivotal Research","Lower Price Target","Buy",31,29.620001,0,"DISCA"
2016-02-19,"Rosenblatt Securities","Lower Price Target","Buy",35,29.620001,0,"DISCA"
2016-02-19,"FBR & Co","Lower Price Target","Hold",28,29.620001,1,"DISCA"
2016-02-16,"Topeka Capital Markets","Lower Price Target","Buy",37,28.57,0,"DISCA"
2016-01-28,"Barclays PLC","Lower Price Target","Equal Weight",29,27.98,0,"DISCA"
2016-01-21,"Nomura","Lower Price Target","Neutral",31,28.27,0,"DISCA"
2016-01-19,"Macquarie","Lower Price Target","",29,28,0,"DISCA"
2015-12-28,"Topeka Capital Markets","Lower Price Target","Buy",38,27.889999,0,"DISCA"
2015-11-23,"Moffett Nathanson","Lower Price Target","Neutral",31,27.35,0,"DISCA"
2015-11-18,"Sanford C. Bernstein","Boost Price Target","",29,27.5,0,"DISCA"
2015-11-09,"Royal Bank Of Canada","Boost Price Target","Sector Perform",32,25.9,0,"DISCA"
2015-11-04,"FBR & Co","Reiterated Rating","Market Perform",33,25.639999,0,"DISCA"
2015-11-04,"Macquarie","Lower Price Target","Neutral",29,25.639999,0,"DISCA"
2015-11-04,"Credit Suisse Group","Boost Price Target","",29,25.639999,0,"DISCA"
2015-10-27,"Topeka Capital Markets","Reiterated Rating","Buy",39,26.16,0,"DISCA"
2015-10-16,"Barclays PLC","Downgrade","Equal Weight",30,25.290001,0,"DISCA"
2015-10-14,"Macquarie","Downgrade","Neutral",29,25.34,0,"DISCA"
2015-10-02,"Sanford C. Bernstein","Lower Price Target","Market Perform",27,27.389999,1,"DISCA"
2015-10-01,"Jefferies Group LLC","Lower Price Target","Hold",29,27.389999,0,"DISCA"
2015-09-30,"Cowen and Company","Reiterated Rating","Hold",27,26.92,0,"DISCA"
2015-09-30,"FBR & Co","Lower Price Target","Market Perform",30,26.92,0,"DISCA"
2015-09-30,"Royal Bank Of Canada","Lower Price Target","Sector Perform",30,26.92,0,"DISCA"
2015-09-30,"Topeka Capital Markets","Lower Price Target","Buy",40,26.92,0,"DISCA"
2015-09-28,"FBR & Co","Reiterated Rating","Market Perform",33,26.799999,0,"DISCA"
2015-08-21,"Cowen and Company","Reiterated Rating","Market Perform",27,26.559999,0,"DISCA"
2015-08-20,"Sanford C. Bernstein","Lower Price Target","",29,26.559999,0,"DISCA"
2015-08-14,"Citigroup Inc.","Reiterated Rating","Neutral",31,26.58,0,"DISCA"
2015-08-14,"Barclays PLC","Lower Price Target","Overweight",34,26.58,0,"DISCA"
2015-08-06,"MKM Partners","Lower Price Target","Neutral",30,26.200001,0,"DISCA"
2015-08-06,"Pivotal Research","Upgrade","Buy",34,26.200001,0,"DISCA"
2015-07-20,"Pivotal Research","Downgrade","Hold",35,25.309999,0,"DISCA"
2015-07-18,"Barclays PLC","Boost Price Target","Overweight",36,25.299999,0,"DISCA"
2015-07-07,"Nomura","Boost Price Target","Neutral",34,25.41,0,"DISCA"
2016-04-25,"Topeka Capital Markets","Downgrade","Hold",30,28.77,0,"DISCK"
2015-09-30,"Cowen and Company","Reiterated Rating","Market Perform",27,26.309999,0,"DISCK"
2016-06-03,"Wells Fargo & Co","Reiterated Rating","Buy",119,66.190002,0,"DISH"
2016-06-03,"Jefferies Group LLC","Reiterated Rating","Buy",50.73,66.190002,1,"DISH"
2016-05-31,"Macquarie","Reiterated Rating","Hold",62,63.77,1,"DISH"
2016-05-20,"Jefferies Group LLC","Reiterated Rating","Buy",80,63.799999,0,"DISH"
2016-04-21,"Royal Bank Of Canada","Lower Price Target","Sector Perform",50,59.610001,1,"DISH"
2016-04-21,"FBR & Co","Boost Price Target","Underperform",46,59.610001,0,"DISH"
2016-04-21,"Telsey Advisory Group","Lower Price Target","Market Perform",69,59.610001,0,"DISH"
2016-04-20,"Pivotal Research","Boost Price Target","Buy",82,59.84,0,"DISH"
2016-04-19,"Goldman Sachs Group, Inc. (The)","Reiterated Rating","Buy",83,59.580002,0,"DISH"
2016-03-03,"Credit Suisse Group","Lower Price Target","Neutral",53,61.18,1,"DISH"
2016-02-26,"HSBC Holdings plc","Upgrade","Hold",47,62.529999,1,"DISH"
2016-02-22,"Deutsche Bank AG","Boost Price Target","Buy",98,62.400002,0,"DISH"
2016-02-22,"Macquarie","Lower Price Target","Neutral",62,62.400002,1,"DISH"
2016-02-19,"FBR & Co","Reiterated Rating","Underperform",45,62.82,0,"DISH"
2016-02-17,"Wunderlich","Upgrade","Hold",48,62.889999,1,"DISH"
2016-02-16,"Moffett Nathanson","Lower Price Target","Neutral",40,62.720001,1,"DISH"
2016-02-16,"Barclays PLC","Upgrade","Equal Weight",59,62.720001,1,"DISH"
2016-02-11,"Jefferies Group LLC","Lower Price Target","Buy",80,61.950001,0,"DISH"
2015-12-03,"J P Morgan Chase & Co","Reiterated Rating","Outperform",86,56.66,0,"DISH"
2015-11-16,"Credit Suisse Group","Lower Price Target","Neutral",65,54.700001,0,"DISH"
2015-11-16,"Deutsche Bank AG","Reiterated Rating","Buy",93,54.700001,0,"DISH"
2015-11-10,"FBR & Co","Reiterated Rating","Sell",60,56.380001,1,"DISH"
2015-10-26,"Moffett Nathanson","Upgrade","Neutral",61,58.23,0,"DISH"
2015-10-13,"Goldman Sachs Group, Inc. (The)","Reiterated Rating","Buy",77,56.98,0,"DISH"
2015-10-08,"Deutsche Bank AG","Initiated Coverage","Buy",92,56,0,"DISH"
2015-10-05,"J P Morgan Chase & Co","Lower Price Target","Overweight",85,56.09,0,"DISH"
2015-09-21,"Wunderlich","Reiterated Rating","Sell",48,53.25,0,"DISH"
2015-09-09,"Wunderlich","Lower Price Target","Sell",48,49.689999,0,"DISH"
2015-08-14,"Barclays PLC","Lower Price Target","Underweight",62,52.25,1,"DISH"
2015-08-10,"FBR & Co","Boost Price Target","Outperform",60,50.869999,0,"DISH"
2015-08-06,"Brean Capital","Reiterated Rating","Buy",88,51.290001,0,"DISH"
2015-08-06,"Canaccord Genuity","Lower Price Target","Hold",76,51.290001,0,"DISH"
2015-07-22,"HSBC Holdings plc","Initiated Coverage","Reduce",58,53.48,0,"DISH"
2015-07-17,"Wunderlich","Reiterated Rating","Sell",65,52.32,1,"DISH"
2016-06-06,"Citigroup Inc.","Reiterated Rating","Neutral",100,76.879997,0,"DLTR"
2016-06-01,"BTIG Research","Initiated Coverage","Buy",104,80.559998,0,"DLTR"
2016-05-31,"BMO Capital Markets","Boost Price Target","Market Perform",95,77.699997,0,"DLTR"
2016-05-29,"Deutsche Bank AG","Reiterated Rating","Hold",82,78.169998,0,"DLTR"
2016-05-27,"Goldman Sachs Group, Inc. (The)","Reiterated Rating","Buy",107,78.169998,0,"DLTR"
2016-05-27,"Jefferies Group LLC","Reiterated Rating","Hold",80,78.169998,0,"DLTR"
2016-05-27,"Royal Bank Of Canada","Lower Price Target","Top Pick",94,78.169998,0,"DLTR"
2016-05-27,"Telsey Advisory Group","Lower Price Target","Outperform",95,78.169998,0,"DLTR"
2016-05-24,"MKM Partners","Reiterated Rating","Buy",91,78.080002,0,"DLTR"
2016-05-23,"Topeka Capital Markets","Initiated Coverage","Buy",105,78.849998,0,"DLTR"
2016-05-23,"Deutsche Bank AG","Reiterated Rating","Hold",82,78.849998,0,"DLTR"
2016-05-16,"Jefferies Group LLC","Reiterated Rating","Hold",75,79.099998,1,"DLTR"
2016-03-25,"Credit Suisse Group","Reiterated Rating","Underperform",70,76.129997,0,"DLTR"
2016-03-02,"MKM Partners","Boost Price Target","Buy",91,77.739998,0,"DLTR"
2016-03-02,"Goldman Sachs Group, Inc. (The)","Boost Price Target","Buy",106,77.739998,0,"DLTR"
2016-03-02,"Deutsche Bank AG","Boost Price Target","Hold",70,77.739998,1,"DLTR"
2016-03-02,"Raymond James Financial, Inc.","Downgrade","Market Perform",95,77.739998,0,"DLTR"
2016-03-02,"Credit Suisse Group","Boost Price Target","Underperform",70,77.739998,0,"DLTR"
2016-02-23,"Buckingham Research","Initiated Coverage","Buy",96,77.57,0,"DLTR"
2016-02-16,"Morgan Stanley","Upgrade","Equal Weight",90,78,0,"DLTR"
2016-02-08,"Telsey Advisory Group","Upgrade","Outperform",95,76.660004,0,"DLTR"
2016-01-05,"Raymond James Financial, Inc.","Boost Price Target","Strong-Buy",95,78.059998,0,"DLTR"
2015-12-15,"Cantor Fitzgerald","Reiterated Rating","Buy",105,85.699997,0,"DLTR"
2015-12-13,"Bank of America Corporation","Reiterated Rating","Buy",90,86.160004,0,"DLTR"
2015-12-04,"Royal Bank Of Canada","Upgrade","Top Pick",90,88.199997,0,"DLTR"
2015-11-30,"Citigroup Inc.","Boost Price Target","Neutral",81,88.160004,1,"DLTR"
2015-11-26,"Jefferies Group LLC","Boost Price Target","Buy",115,89.580002,0,"DLTR"
2015-11-25,"Deutsche Bank AG","Reiterated Rating","Hold",67,89.18,1,"DLTR"
2015-11-25,"Piper Jaffray Companies","Reiterated Rating","Hold",73,89.18,1,"DLTR"
2015-11-25,"Royal Bank Of Canada","Boost Price Target","Outperform",88,89.18,1,"DLTR"
2015-11-20,"MKM Partners","Reiterated Rating","Buy",86,81.989998,0,"DLTR"
2015-11-16,"Jefferies Group LLC","Lower Price Target","Hold",70,80.540001,1,"DLTR"
2015-11-06,"J P Morgan Chase & Co","Reiterated Rating","Overweight",90,75.540001,0,"DLTR"
2015-10-27,"Deutsche Bank AG","Lower Price Target","",67,74.449997,1,"DLTR"
2015-09-17,"Raymond James Financial, Inc.","Lower Price Target","Strong-Buy",85,80.220001,0,"DLTR"
2015-09-11,"Sterne Agee CRT","Lower Price Target","Buy",89,82.379997,0,"DLTR"
2015-09-11,"Cantor Fitzgerald","Reiterated Rating","Buy",82,82.379997,1,"DLTR"
2015-09-11,"Canaccord Genuity","Lower Price Target","Buy",82,82.379997,1,"DLTR"
2015-09-10,"Citigroup Inc.","Reiterated Rating","Hold",75,82.379997,1,"DLTR"
2015-09-10,"Credit Suisse Group","Downgrade","Underperform",60,82.379997,0,"DLTR"
2015-09-04,"Bank of America Corporation","Upgrade","Buy",88,83.279999,0,"DLTR"
2015-09-02,"BMO Capital Markets","Lower Price Target","Market Perform",77,83.110001,1,"DLTR"
2015-09-02,"MKM Partners","Lower Price Target","Buy",86,83.110001,0,"DLTR"
2015-09-02,"Royal Bank Of Canada","Reiterated Rating","Outperform",86,83.110001,0,"DLTR"
2015-09-02,"Jefferies Group LLC","Reiterated Rating","Hold",72,83.110001,1,"DLTR"
2015-09-02,"Deutsche Bank AG","Lower Price Target","Hold",73,83.110001,1,"DLTR"
2015-09-02,"Credit Suisse Group","Lower Price Target","Neutral",70,83.110001,1,"DLTR"
2015-09-01,"Cantor Fitzgerald","Reiterated Rating","Buy",90,83.18,0,"DLTR"
2015-08-14,"Deutsche Bank AG","Reiterated Rating","Hold",81,96.260002,1,"DLTR"
2015-08-06,"Royal Bank Of Canada","Boost Price Target","Outperform",91,95.900002,1,"DLTR"
2015-07-15,"Citigroup Inc.","Boost Price Target","Neutral",89,94.339996,1,"DLTR"
2015-07-09,"Morgan Stanley","Downgrade","Underweight",77,94.870003,0,"DLTR"
2016-06-08,"Robert W. Baird","Reiterated Rating","Buy",30,36.139999,1,"EBAY"
2016-06-07,"Citigroup Inc.","Reiterated Rating","Buy",33,35.77,1,"EBAY"
2016-05-22,"Piper Jaffray Companies","Reiterated Rating","Hold",25,33.860001,1,"EBAY"
2016-05-13,"Robert W. Baird","Reiterated Rating","Outperform",30,34.18,1,"EBAY"
2016-04-28,"Wedbush","Reiterated Rating","Neutral",26,33.41,1,"EBAY"
2016-04-27,"SunTrust Banks, Inc.","Reiterated Rating","Neutral",26,33.060001,1,"EBAY"
2016-04-27,"J P Morgan Chase & Co","Set Price Target","Neutral",27,33.060001,1,"EBAY"
2016-04-27,"Macquarie","Set Price Target","Neutral",27,33.060001,1,"EBAY"
2016-04-27,"Canaccord Genuity","Set Price Target","Neutral",27,33.060001,1,"EBAY"
2016-04-27,"Royal Bank Of Canada","Reiterated Rating","Sector Perform",28,33.060001,1,"EBAY"
2016-04-27,"Jefferies Group LLC","Reiterated Rating","Hold",27,33.060001,1,"EBAY"
2016-04-27,"Benchmark Co.","Reiterated Rating","Buy",29,33.060001,1,"EBAY"
2016-04-27,"Goldman Sachs Group, Inc. (The)","Reiterated Rating","Buy",30,33.060001,1,"EBAY"
2016-04-25,"Cantor Fitzgerald","Reiterated Rating","Hold",24,32.810001,1,"EBAY"
2016-04-19,"Morgan Stanley","Downgrade","Underweight",22.5,33.849998,0,"EBAY"
2016-04-18,"Credit Suisse Group","Lower Price Target","Neutral",28,34.02,1,"EBAY"
2016-04-13,"Piper Jaffray Companies","Reiterated Rating","Hold",25,34.330002,1,"EBAY"
2016-04-03,"Citigroup Inc.","Reiterated Rating","Buy",32,33.759998,1,"EBAY"
2016-03-29,"Barclays PLC","Downgrade","Underweight",25,33.650002,0,"EBAY"
2016-03-28,"Topeka Capital Markets","Downgrade","Hold",68,33.529999,0,"EBAY"
2016-03-28,"Susquehanna Bancshares Inc","Reiterated Rating","Positive",75,33.529999,0,"EBAY"
2016-03-28,"SunTrust Banks, Inc.","Boost Price Target","Buy",65,33.529999,0,"EBAY"
2016-03-28,"Stifel Nicolaus","Upgrade","Buy",65,33.529999,0,"EBAY"
2016-03-28,"Royal Bank Of Canada","Boost Price Target","Outperform",64,33.529999,0,"EBAY"
2016-03-28,"Raymond James Financial, Inc.","Lower Price Target","Outperform",62,33.529999,0,"EBAY"
2016-03-28,"J P Morgan Chase & Co","Downgrade","Neutral",60,33.529999,0,"EBAY"
2016-03-28,"Deutsche Bank AG","Boost Price Target","Hold",62,33.529999,0,"EBAY"
2016-03-28,"Credit Suisse Group","Lower Price Target","Neutral",62,33.529999,0,"EBAY"
2016-03-28,"Citigroup Inc.","Boost Price Target","Buy",32,33.529999,1,"EBAY"
2016-03-28,"Cantor Fitzgerald","Lower Price Target","Buy",65,33.529999,0,"EBAY"
2016-03-28,"Canaccord Genuity","Lower Price Target","Hold",52,33.529999,0,"EBAY"
2016-03-23,"Cantor Fitzgerald","Reiterated Rating","Hold",24,33.52,1,"EBAY"
2016-03-21,"Jyske Bank","Lower Price Target","Strong-Buy",28,33.189999,1,"EBAY"
2016-03-03,"Robert W. Baird","Reiterated Rating","Buy",30,33.740002,1,"EBAY"
2016-03-01,"BMO Capital Markets","Initiated Coverage","Market Perform",26,34.27,1,"EBAY"
2016-02-23,"Axiom Securities","Reiterated Rating","Buy",30,33.599998,1,"EBAY"
2016-02-22,"Goldman Sachs Group, Inc. (The)","Lower Price Target","Buy",30,33.82,1,"EBAY"
2016-02-16,"Axiom Securities","Lower Price Target","Buy",30,33.540001,1,"EBAY"
2016-02-02,"Royal Bank Of Canada","Lower Price Target","Sector Perform",29,31.969999,1,"EBAY"
2016-02-01,"National Bank Financial","Set Price Target","Neutral",25,32.18,1,"EBAY"
2016-02-01,"Cantor Fitzgerald","Reiterated Rating","Hold",24,32.18,1,"EBAY"
2016-01-30,"Bank of America Corporation","Reiterated Rating","Buy",30,32.169998,1,"EBAY"
2016-01-30,"Susquehanna Bancshares Inc","Reiterated Rating","Positive",32,32.169998,1,"EBAY"
2016-01-30,"Evercore ISI","Reiterated Rating","Hold",26,32.169998,1,"EBAY"
2016-01-30,"Mizuho","Reiterated Rating","Neutral",26,32.169998,1,"EBAY"
2016-01-28,"Deutsche Bank AG","Lower Price Target","Hold",28,32.169998,1,"EBAY"
2016-01-28,"J P Morgan Chase & Co","Reiterated Rating","Hold",28,32.169998,1,"EBAY"
2016-01-28,"Morgan Stanley","Set Price Target","Neutral",24,32.169998,1,"EBAY"
2016-01-28,"Robert W. Baird","Set Price Target","Buy",30,32.169998,1,"EBAY"
2016-01-28,"Sanford C. Bernstein","Set Price Target","Buy",32,32.169998,1,"EBAY"
2016-01-28,"Macquarie","Set Price Target","Neutral",26,32.169998,1,"EBAY"
2016-01-28,"Atlantic Securities","Set Price Target","Neutral",27,32.169998,1,"EBAY"
2016-01-28,"Credit Suisse Group","Set Price Target","Neutral",29,32.169998,1,"EBAY"
2016-01-28,"SunTrust Banks, Inc.","Lower Price Target","Neutral",26,32.169998,1,"EBAY"
2016-01-28,"Goldman Sachs Group, Inc. (The)","Set Price Target","Buy",32,32.169998,1,"EBAY"
2016-01-28,"Canaccord Genuity","Lower Price Target","Hold",26,32.169998,1,"EBAY"
2016-01-28,"Benchmark Co.","Lower Price Target","Buy",28,32.169998,1,"EBAY"
2016-01-28,"Monness Crespi & Hardt","Lower Price Target","Buy",29,32.169998,1,"EBAY"
2016-01-28,"Jefferies Group LLC","Set Price Target","Neutral",25,32.169998,1,"EBAY"
2016-01-28,"Piper Jaffray Companies","Reiterated Rating","Neutral",25,32.169998,1,"EBAY"
2016-01-25,"Royal Bank Of Canada","Reiterated Rating","Sector Perform",29,30.23,1,"EBAY"
2016-01-22,"Cantor Fitzgerald","Reiterated Rating","Hold",27,30.27,1,"EBAY"
